sale_id,date_key,product_key,store_key,customer_key,quantity,unit_price,discount_pct,total_amount,payment_method
200,20231003,12,1,4995,2,11499.0,20,18398.4,Card
201,20230218,18,7,3339,1,549.0,0,549.0,EFT
202,20220125,17,7,4712,1,695.0,0,695.0,Cash
203,20241220,18,6,2203,1,549.0,0,549.0,Cash
204,20231228,8,2,3701,3,2299.0,0,6897.0,Cash
205,20220711,12,7,1514,3,11499.0,15,29322.45,Card
206,20240905,5,1,4843,2,1799.0,20,2878.4,Card
207,20240711,4,2,2710,1,11999.0,0,11999.0,Card
208,20230622,10,4,4363,3,1599.0,10,4317.3,EFT
209,20231216,6,4,2282,3,6299.0,0,18897.0,Card
210,20220303,1,7,4633,3,12999.0,0,38997.0,EFT
211,20240925,3,3,158,3,6499.0,10,17547.3,Card
212,20230811,10,2,3158,2,1599.0,10,2878.2,Cash
213,20220411,8,4,1104,2,2299.0,0,4598.0,Cash
214,20231227,4,3,1794,1,11999.0,0,11999.0,Card
215,20230724,3,5,2040,2,6499.0,10,11698.2,Card
216,20240807,6,2,675,2,6299.0,0,12598.0,Cash
217,20240722,5,1,1151,2,1799.0,10,3238.2,Card
218,20240928,9,8,4805,2,1299.0,0,2598.0,Card
219,20240829,1,3,1961,3,12999.0,0,38997.0,EFT
220,20231124,11,6,3912,2,8999.0,10,16198.2,Card
221,20240530,1,4,1873,1,12999.0,0,12999.0,Cash
222,20231216,18,1,3204,3,549.0,10,1482.3,EFT
223,20241230,7,7,2789,2,1899.0,0,3798.0,Cash
224,20240205,11,3,399,3,8999.0,20,21597.6,Card
225,20231106,1,5,1531,2,12999.0,0,25998.0,EFT
226,20240413,13,8,2880,2,2999.0,10,5398.2,Card
227,20230210,2,5,2359,1,27999.0,0,27999.0,Card
228,20221019,1,1,106,3,12999.0,0,38997.0,Cash
229,20240124,18,5,347,2,549.0,10,988.2,Card
230,20231205,13,4,2544,3,2999.0,15,7647.45,Card
231,20230608,8,5,1942,1,2299.0,0,2299.0,Card
232,20230711,9,10,767,1,1299.0,10,1169.1,Card
233,20230707,6,10,333,2,6299.0,0,12598.0,Card
234,20230316,16,7,862,3,295.0,10,796.5,Card
235,20240204,11,1,1453,3,8999.0,5,25647.15,Card
236,20240419,4,5,294,1,11999.0,20,9599.2,Card
237,20221021,8,5,3622,2,2299.0,10,4138.2,Card
238,20241130,15,7,2663,1,449.0,5,426.55,Card
239,20221210,12,10,2331,1,11499.0,20,9199.2,Card
240,20230909,8,2,3754,3,2299.0,0,6897.0,EFT
241,20220212,8,1,18,1,2299.0,0,2299.0,Card
242,20240122,14,1,1248,1,1399.0,0,1399.0,Card
243,20240723,6,5,202,3,6299.0,10,17007.3,Card
244,20230901,8,7,2897,1,2299.0,10,2069.1,Card
245,20220504,1,8,2136,2,12999.0,0,25998.0,Cash
246,20220317,4,5,3266,3,11999.0,0,35997.0,Card
247,20241205,3,6,3820,3,6499.0,10,17547.3,Card
248,20230628,1,3,309,1,12999.0,10,11699.1,Card
249,20240518,3,6,3378,2,6499.0,5,12348.1,Cash
250,20220719,2,4,2598,2,27999.0,15,47598.3,Cash
251,20240718,17,8,4720,1,695.0,0,695.0,EFT
252,20231208,19,3,4969,1,49.0,15,41.65,Card
253,20220903,9,5,3364,1,1299.0,0,1299.0,Card
254,20221207,12,8,3615,1,11499.0,10,10349.1,EFT
255,20240206,10,8,4196,2,1599.0,10,2878.2,Card
256,20221103,12,5,3628,2,11499.0,0,22998.0,Card
257,20231016,4,2,4690,1,11999.0,0,11999.0,Card
258,20230104,10,6,4401,2,1599.0,0,3198.0,Card
259,20230118,12,6,2600,1,11499.0,0,11499.0,Card
260,20240528,7,4,38,3,1899.0,20,4557.6,Card
261,20220312,1,9,3500,2,12999.0,15,22098.3,Cash
262,20230714,11,6,1061,3,8999.0,5,25647.15,Card
263,20230409,2,5,4562,2,27999.0,0,55998.0,EFT
264,20240128,1,6,2414,3,12999.0,5,37047.15,Card
265,20240324,16,5,1587,5,295.0,0,1475.0,EFT
266,20221206,19,10,4938,1,49.0,15,41.65,Card
267,20241231,5,4,357,1,1799.0,20,1439.2,EFT
268,20230529,5,2,4554,3,1799.0,0,5397.0,Card
269,20230322,17,1,137,2,695.0,20,1112.0,Card
270,20240103,14,6,4065,3,1399.0,10,3777.3,Card
271,20220422,1,6,1851,1,12999.0,0,12999.0,Card
272,20220416,10,2,2061,2,1599.0,0,3198.0,Card
273,20230922,3,4,4268,1,6499.0,0,6499.0,EFT
274,20230904,17,3,2868,1,695.0,10,625.5,Card
275,20221102,15,1,1639,5,449.0,5,2132.75,EFT
276,20220401,12,1,4165,2,11499.0,10,20698.2,Card
277,20240914,5,1,2629,1,1799.0,5,1709.05,Card
278,20240706,15,5,3144,1,449.0,0,449.0,Card
279,20240906,3,10,557,2,6499.0,0,12998.0,Card
280,20230813,2,3,764,2,27999.0,0,55998.0,Card
281,20231231,7,6,2255,3,1899.0,0,5697.0,EFT
282,20221215,4,3,2802,1,11999.0,10,10799.1,Cash
283,20220815,7,3,4059,2,1899.0,0,3798.0,Card
284,20240604,1,8,3204,1,12999.0,0,12999.0,Card
285,20240305,13,5,2512,1,2999.0,0,2999.0,Card
286,20240804,9,3,4185,1,1299.0,5,1234.05,Cash
287,20240217,7,1,4263,1,1899.0,15,1614.15,Card
288,20230819,6,2,1099,1,6299.0,0,6299.0,Card
289,20240603,5,1,1584,2,1799.0,0,3598.0,EFT
290,20240925,13,4,1339,2,2999.0,5,5698.1,EFT
291,20240612,18,2,1825,3,549.0,10,1482.3,Card
292,20230411,3,3,2063,2,6499.0,0,12998.0,Card
293,20221115,5,6,4180,3,1799.0,0,5397.0,Cash
294,20230718,10,3,3272,3,1599.0,0,4797.0,EFT
295,20241120,3,1,4739,2,6499.0,10,11698.2,Card
296,20230308,16,4,3259,3,295.0,15,752.25,EFT
297,20240402,10,10,92,1,1599.0,15,1359.15,EFT
298,20240217,6,6,4970,1,6299.0,10,5669.1,Card
299,20221222,4,5,1203,3,11999.0,10,32397.3,Card
300,20240830,6,6,1912,2,6299.0,0,12598.0,Card
301,20220210,14,5,3819,3,1399.0,0,4197.0,Cash
302,20230218,4,8,2297,1,11999.0,0,11999.0,Cash
303,20241013,13,8,4388,1,2999.0,0,2999.0,EFT
304,20230620,8,6,4571,3,2299.0,20,5517.6,Card
305,20231027,7,2,2089,3,1899.0,0,5697.0,Card
306,20220819,7,4,913,2,1899.0,10,3418.2,Cash
307,20230726,8,9,697,2,2299.0,10,4138.2,Card
308,20240817,6,1,4005,1,6299.0,10,5669.1,Card
309,20240823,4,4,4058,1,11999.0,0,11999.0,Card
310,20220203,10,2,618,3,1599.0,0,4797.0,Card
311,20230621,16,6,3476,2,295.0,0,590.0,EFT
312,20240309,6,6,4283,3,6299.0,20,15117.6,EFT
313,20240505,8,9,1412,3,2299.0,0,6897.0,Cash
314,20220715,5,5,1486,1,1799.0,0,1799.0,Card
315,20230529,19,9,3471,4,49.0,0,196.0,EFT
316,20230726,6,4,2193,3,6299.0,20,15117.6,Card
317,20230731,3,4,3036,3,6499.0,0,19497.0,Card
318,20241203,20,5,452,1,500.0,20,400.0,Card
319,20230113,1,7,1960,2,12999.0,5,24698.1,Card
320,20220701,5,8,786,1,1799.0,5,1709.05,Card
321,20231003,3,2,543,3,6499.0,0,19497.0,Cash
322,20230310,7,7,16,2,1899.0,0,3798.0,Card
323,20230726,11,10,4963,1,8999.0,0,8999.0,Card
324,20220521,15,9,2440,3,449.0,0,1347.0,Cash
325,20220929,6,3,2858,2,6299.0,0,12598.0,Card
326,20241206,4,6,1433,3,11999.0,0,35997.0,Card
327,20220525,5,3,3306,2,1799.0,5,3418.1,Cash
328,20220414,9,6,2935,3,1299.0,10,3507.3,Card
329,20220309,2,7,16,2,27999.0,10,50398.2,Cash
330,20240221,2,5,1529,1,27999.0,0,27999.0,Card
331,20240712,4,3,3182,1,11999.0,10,10799.1,Card
332,20231231,8,7,1888,2,2299.0,15,3908.3,Card
333,20221116,10,8,2556,3,1599.0,0,4797.0,Cash
334,20230922,2,6,1590,1,27999.0,10,25199.1,Card
335,20240603,9,6,3089,3,1299.0,0,3897.0,Card
336,20220717,20,3,4996,1,500.0,0,500.0,Card
337,20231230,3,4,1741,3,6499.0,5,18522.15,Card
338,20230628,11,5,1389,1,8999.0,20,7199.2,Cash
339,20240511,8,2,973,1,2299.0,0,2299.0,Card
340,20221025,3,5,4140,1,6499.0,20,5199.2,Cash
341,20240927,17,1,22,3,695.0,5,1980.75,Cash
342,20230328,5,10,645,2,1799.0,15,3058.3,Card
343,20240426,19,4,1946,1,49.0,0,49.0,EFT
344,20241210,1,8,2677,3,12999.0,0,38997.0,Card
345,20231007,2,6,1644,1,27999.0,0,27999.0,Card
346,20241102,6,9,4044,2,6299.0,0,12598.0,Card
347,20220528,16,1,2819,3,295.0,20,708.0,Card
348,20240105,12,6,1066,3,11499.0,0,34497.0,EFT
349,20230815,12,1,3105,3,11499.0,0,34497.0,Cash
350,20240911,4,3,4015,3,11999.0,10,32397.3,Card
351,20241202,9,1,3020,3,1299.0,0,3897.0,Cash
352,20240123,14,1,4670,1,1399.0,0,1399.0,Card
353,20240803,1,7,2788,3,12999.0,0,38997.0,EFT
354,20230611,10,3,4985,2,1599.0,5,3038.1,EFT
355,20240823,3,3,4979,2,6499.0,0,12998.0,Card
356,20220331,15,4,955,3,449.0,0,1347.0,Card
357,20221006,10,10,238,2,1599.0,0,3198.0,Card
358,20240705,5,4,1416,2,1799.0,15,3058.3,Cash
359,20240515,9,10,4420,1,1299.0,0,1299.0,Cash
360,20230908,4,3,2708,2,11999.0,5,22798.1,Card
361,20240318,9,2,2317,1,1299.0,5,1234.05,EFT
362,20241009,13,6,2370,1,2999.0,0,2999.0,EFT
363,20231122,6,5,13,1,6299.0,15,5354.15,EFT
364,20240617,2,3,3280,2,27999.0,10,50398.2,EFT
365,20220213,16,10,1272,1,295.0,15,250.75,Card
366,20240311,15,3,351,3,449.0,0,1347.0,Cash
367,20221211,9,1,4218,3,1299.0,15,3312.45,Cash
368,20241223,5,9,4423,3,1799.0,5,5127.15,Card
369,20230929,3,6,4460,1,6499.0,0,6499.0,Card
370,20220209,7,2,677,1,1899.0,0,1899.0,Card
371,20241210,14,4,2506,3,1399.0,5,3987.15,Card
372,20240327,7,4,4516,1,1899.0,0,1899.0,Card
373,20241215,12,3,964,2,11499.0,0,22998.0,Card
374,20220329,2,1,3165,1,27999.0,10,25199.1,Card
375,20220104,18,4,2932,2,549.0,0,1098.0,EFT
376,20240829,18,2,1576,3,549.0,0,1647.0,Cash
377,20241108,1,6,2330,3,12999.0,5,37047.15,Card
378,20230219,16,6,3156,2,295.0,5,560.5,Card
379,20230628,4,1,1273,3,11999.0,20,28797.6,Cash
380,20230714,1,8,1563,3,12999.0,0,38997.0,Card
381,20230310,9,1,3534,1,1299.0,0,1299.0,Card
382,20241001,5,10,1291,2,1799.0,0,3598.0,Cash
383,20230531,5,7,3370,1,1799.0,0,1799.0,Card
384,20230510,14,10,4617,2,1399.0,15,2378.3,Card
385,20241101,15,1,631,1,449.0,0,449.0,EFT
386,20221013,19,1,3439,4,49.0,20,156.8,Card
387,20230314,6,10,3807,1,6299.0,0,6299.0,Card
388,20231106,10,10,1575,2,1599.0,15,2718.3,Card
389,20220524,4,3,1392,1,11999.0,15,10199.15,Card
390,20240522,4,5,457,2,11999.0,0,23998.0,Cash
391,20240309,15,5,112,3,449.0,20,1077.6,Card
392,20220113,13,9,2215,1,2999.0,15,2549.15,EFT
393,20220413,9,3,2715,2,1299.0,10,2338.2,Card
394,20220506,12,4,3825,2,11499.0,0,22998.0,Card
395,20240811,6,1,2866,3,6299.0,10,17007.3,Cash
396,20230923,15,8,3057,3,449.0,5,1279.65,Card
397,20231109,10,6,3016,1,1599.0,20,1279.2,Card
398,20221208,10,2,787,2,1599.0,0,3198.0,Card
399,20231109,3,7,3929,3,6499.0,0,19497.0,Cash
400,20231022,11,1,1270,3,8999.0,0,26997.0,EFT
401,20241112,20,3,872,3,500.0,0,1500.0,EFT
402,20221213,1,5,4020,3,12999.0,0,38997.0,Card
403,20220603,6,7,3111,1,6299.0,5,5984.05,Card
404,20220402,1,2,536,1,12999.0,0,12999.0,Card
405,20220614,3,3,2477,2,6499.0,0,12998.0,Card
406,20221231,7,4,228,2,1899.0,5,3608.1,EFT
407,20241024,2,1,3920,2,27999.0,0,55998.0,EFT
408,20220629,1,3,3821,2,12999.0,20,20798.4,EFT
409,20230814,9,10,3686,3,1299.0,0,3897.0,Card
410,20230527,10,6,2505,1,1599.0,0,1599.0,Card
411,20230326,15,6,2376,5,449.0,20,1796.0,Card
412,20230721,12,6,1557,1,11499.0,20,9199.2,Card
413,20230920,18,4,869,3,549.0,0,1647.0,Card
414,20230213,11,7,1508,1,8999.0,0,8999.0,Card
415,20220410,16,7,3962,1,295.0,0,295.0,Card
416,20220701,12,9,1831,1,11499.0,0,11499.0,Card
417,20240605,2,3,1739,1,27999.0,10,25199.1,Card
418,20230628,6,8,3864,2,6299.0,0,12598.0,Card
419,20231206,1,1,4945,3,12999.0,20,31197.6,Card
420,20241014,14,1,4048,3,1399.0,10,3777.3,Card
421,20221122,1,2,963,2,12999.0,5,24698.1,Cash
422,20230525,3,3,1723,2,6499.0,0,12998.0,EFT
423,20240819,5,4,2340,3,1799.0,10,4857.3,EFT
424,20231205,3,1,2304,2,6499.0,15,11048.3,Card
425,20230325,1,6,2925,3,12999.0,10,35097.3,EFT
426,20220409,16,8,4078,5,295.0,0,1475.0,EFT
427,20230203,1,2,3993,2,12999.0,15,22098.3,Cash
428,20221207,4,9,3618,3,11999.0,0,35997.0,Card
429,20230512,18,3,4414,2,549.0,10,988.2,Card
430,20220620,8,4,4310,1,2299.0,10,2069.1,EFT
431,20230708,4,8,3799,2,11999.0,20,19198.4,Card
432,20230706,8,3,1028,2,2299.0,0,4598.0,EFT
433,20241223,10,6,4232,3,1599.0,0,4797.0,Card
434,20230610,5,3,1750,2,1799.0,0,3598.0,EFT
435,20240609,10,3,3590,3,1599.0,10,4317.3,EFT
436,20240717,12,5,500,2,11499.0,10,20698.2,EFT
437,20220326,5,6,2764,1,1799.0,0,1799.0,Card
438,20220417,3,7,2148,1,6499.0,0,6499.0,Card
439,20220828,5,2,1503,3,1799.0,15,4587.45,Card
440,20230503,11,2,3005,2,8999.0,5,17098.1,EFT
441,20241031,3,8,857,2,6499.0,10,11698.2,Card
442,20240123,6,3,3306,2,6299.0,0,12598.0,EFT
443,20221220,7,2,1108,1,1899.0,0,1899.0,Card
444,20220630,4,1,2397,3,11999.0,10,32397.3,Card
445,20230728,6,2,506,3,6299.0,0,18897.0,EFT
446,20221228,7,1,3369,2,1899.0,0,3798.0,Card
447,20220826,1,5,1318,1,12999.0,20,10399.2,Card
448,20230512,15,5,1470,1,449.0,5,426.55,EFT
449,20220102,12,1,4656,2,11499.0,0,22998.0,EFT
450,20240424,19,9,4259,3,49.0,0,147.0,EFT
451,20230330,4,2,2166,1,11999.0,0,11999.0,EFT
452,20220215,1,8,1398,1,12999.0,15,11049.15,Cash
453,20230426,6,1,480,2,6299.0,0,12598.0,Card
454,20241125,2,3,3820,2,27999.0,0,55998.0,Cash
455,20230427,9,2,4724,2,1299.0,0,2598.0,Card
456,20231009,6,1,2217,3,6299.0,0,18897.0,Card
457,20241015,3,4,383,2,6499.0,0,12998.0,Card
458,20240701,1,4,1380,1,12999.0,0,12999.0,Cash
459,20230807,10,10,2724,3,1599.0,20,3837.6,Card
460,20240507,8,3,4430,3,2299.0,10,6207.3,Card
461,20220501,13,10,3860,3,2999.0,15,7647.45,Card
462,20241202,17,7,4227,1,695.0,0,695.0,Card
463,20220407,3,6,1411,3,6499.0,20,15597.6,Card
464,20241124,8,3,1347,1,2299.0,0,2299.0,Card
465,20230906,1,3,4295,1,12999.0,10,11699.1,EFT
